County	 FIPS	Age-Adjusted Incidence Rate	Lower 95% Confidence Interval	Upper 95% Confidence Interval	Average Annual Count	Recent Trend	Recent 5-Year Trend in Incidence Rates	Lower 95% Confidence Interval	Upper 95% Confidence Interval
"Mercer County, Kentucky(7,8)"	21167	29.9	20.8	41.6	8	stable	3.1	-1.8	8.2
"New Kent County, Virginia(6,10)"	51127	29.8	20.1	42.9	7	stable	18.5	-14.6	64.2
"Stillwater County, Montana(6,10)"	30095	29.7	17.1	48.9	4	stable	-14.5	-46.7	37.1
"Monroe County, Illinois(6,10)"	17133	29.7	22.4	38.8	12	stable	-10.7	-24.6	5.8
"Clinton County, Iowa(7,8)"	19045	29.7	23.5	37	17	rising	3.1	1.6	4.5
"Isle of Wight County, Virginia(6,10)"	51093	29.7	22.7	38.2	13	stable	0.5	-31	46.4
"Snyder County, Pennsylvania(6,10)"	42109	29.6	22.8	37.9	13	stable	4.8	-5.9	16.7
"Muscatine County, Iowa(7,8)"	19139	29.6	23.1	37.5	15	rising	3.3	1.2	5.4
"Hancock County, Indiana(6,10)"	18059	29.6	24.3	35.8	23	rising	14.6	3.4	26.9
"Fergus County, Montana(6,10)"	30027	29.6	17.6	47.1	5	stable	-16.3	-58.5	68.7
"Cumberland County, Maine(6,10)"	23005	29.6	27	32.3	104	stable	5.8	-7.7	21.3
"Caldwell County, North Carolina(6,10)"	37027	29.6	24.9	35	29	stable	-3.5	-15.8	10.6
"Humboldt County, California(7,8)"	6023	29.5	25.7	33.9	45	stable	1.1	-2.3	4.7
"Harrisonburg City, Virginia(6,10)"	51660	29.5	21.6	39.3	10	rising	51.8	29.7	77.7
"Mason County, Washington(7,8)"	53045	29.5	24.2	35.8	24	rising	1.8	0.4	3.2
"Skagit County, Washington(7,8)"	53057	29.5	25.5	34	43	stable	-12	-24.8	2.9
"Monroe County, Kentucky(7)"	21171	29.5	17.4	47.2	4	*	*	*	*
"Schuyler County, New York(6,10)"	36097	29.5	20.5	41.5	7	stable	13.4	-26.6	75
"Gloucester County, Virginia(6,10)"	51073	29.5	22.7	37.8	14	stable	4	-9	18.8
"Plumas County, California(7,8)"	6063	29.5	21.1	40.8	9	rising	4.7	0.6	9
"Bristol County, Rhode Island(6,10)"	44001	29.4	23.2	36.7	18	rising	14.5	3.5	26.7
"Madison County, Georgia(7,8)"	13195	29.4	21.5	39.3	10	stable	6.5	-0.3	13.8
"Haralson County, Georgia(7,8)"	13143	29.4	21.5	39.3	10	stable	3	-2.6	8.9
"Barnes County, North Dakota(6,10)"	38003	29.3	17.8	46	4	stable	0.3	-37.6	61.2
"Darke County, Ohio(6,10)"	39037	29.3	23.5	36.2	19	stable	4.2	-5.1	14.5
"Pulaski County, Kentucky(7,8)"	21199	29.3	23.9	35.6	22	stable	-0.5	-3.7	2.8
"Breckinridge County, Kentucky(7,8)"	21027	29.3	20	41.6	7	stable	2	-5.3	9.8
"Adams County, Illinois(6,10)"	17001	29.3	24	35.4	23	stable	14.2	-5.5	38.1
"Brookings County, South Dakota(6,10)"	46011	29.3	20.9	39.9	8	stable	1.6	-23.9	35.7
"Sevier County, Tennessee(6,10)"	47155	29.2	24.8	34.2	33	stable	-10.4	-20.2	0.5
"Franklin County, Pennsylvania(6,10)"	42055	29.2	25.7	33	54	stable	-3.3	-18.9	15.2
"Rockingham County, New Hampshire(6,10)"	33015	29.2	26.6	31.9	102	stable	6.7	-4.4	19.2
"Carbon County, Montana(6,10)"	30009	29.1	18.2	45.7	5	stable	-24.7	-57.8	34.6
"Coweta County, Georgia(7,8)"	13077	29.1	25.1	33.6	39	stable	-8.7	-25.1	11.4
"Mercer County, Illinois(6,10)"	17131	29.1	19.3	42.3	6	stable	29.1	-15.3	96.8
"Warren County, Kentucky(7,8)"	21227	29	24.7	33.9	33	stable	2.1	-0.7	5
"Pike County, Arkansas(6,10)"	5109	29	17.6	45.4	4	stable	10.6	-28.6	71.1
"Okaloosa County, Florida(6,10)"	12091	29	25.8	32.5	62	stable	5.3	-18.5	36
"Graham County, North Carolina(6,10)"	37075	29	15.5	49.7	3	*	*	*	*
"Daviess County, Kentucky(7,8)"	21059	29	24.5	34	32	stable	2.2	-0.8	5.2
"Pike County, Missouri(6,10)"	29163	29	19.6	41.4	6	stable	8.8	-24.3	56.4
"Monona County, Iowa(7)"	19133	28.9	15.3	49.8	3	*	*	*	*
"Grainger County, Tennessee(6,10)"	47057	28.9	20.5	39.9	8	stable	-10.1	-44.3	45.1
"Monroe County, Florida(6,10)"	12087	28.9	24.4	34.1	32	stable	-0.8	-20.4	23.6
"Wicomico County, Maryland(6,10)"	24045	28.9	24.4	34	31	stable	-2.4	-21.5	21.4
"Marion County, Illinois(6,10)"	17121	28.9	21.9	37.4	13	stable	16	-4.7	41.2
"Winnebago County, Wisconsin(6,10)"	55139	28.9	25.5	32.6	55	stable	-5.1	-15.4	6.5
"Fulton County, Georgia(7,8)"	13121	28.9	27.3	30.5	262	stable	1.1	-0.5	2.8
"Campbell County, Kentucky(7,8)"	21037	28.9	24.2	34.3	28	rising	3.3	1.1	5.6
"Shelby County, Iowa(7)"	19165	28.9	18.2	44.3	5	*	*	*	*
"Switzerland County, Indiana(6,10)"	18155	28.9	16.7	46.7	4	stable	-22.5	-42.4	4.3
"Fond du Lac County, Wisconsin(6,10)"	55039	28.8	24.5	33.7	34	falling	-11.8	-19.4	-3.5
"Sussex County, New Jersey(7,8)"	34037	28.8	25.2	32.8	50	rising	2.7	1.4	4.1
"Livingston County, Illinois(6,10)"	17105	28.8	21.9	37.2	13	falling	-7.3	-12.9	-1.3
"Delaware County, Ohio(6,10)"	39041	28.8	25.2	32.7	51	stable	1	-25.1	36.3
"Livingston Parish, Louisiana(7,8)"	22063	28.7	24.6	33.4	36	rising	4.7	1.8	7.7
"Madison County, Kentucky(7,8)"	21151	28.7	23.7	34.5	24	stable	2.5	-1.3	6.4
"Big Horn County, Wyoming(6,10)"	56003	28.6	16.8	45.7	4	stable	-19.8	-41.2	9.3
"Cecil County, Maryland(6,10)"	24015	28.6	24.2	33.6	32	stable	6	-3.2	16.1
"Rabun County, Georgia(7)"	13241	28.6	18.9	42	6	*	*	*	*
"Davie County, North Carolina(6,10)"	37059	28.6	22.4	36.1	15	stable	-0.4	-30.5	42.8
"Union County, Illinois(6,10)"	17181	28.6	18.6	42	6	stable	-3	-61.4	143.6
"Lee County, Illinois(6,10)"	17103	28.6	21.7	36.9	13	stable	10.3	-21.7	55.2
"Boyd County, Kentucky(7,8)"	21019	28.5	22.6	35.6	17	stable	1.1	-2.4	4.8
"Lincoln County, Maine(6,10)"	23015	28.5	21.9	36.9	14	stable	6.6	-5.5	20.3
"Perry County, Mississippi(6,10)"	28111	28.5	17.2	44.7	4	stable	16	-20.5	69.2
"Greenup County, Kentucky(7,8)"	21089	28.5	21.7	36.9	13	stable	1.8	-1.4	5
"Washington County, Iowa(7,8)"	19183	28.4	19.6	39.9	7	stable	2.6	-0.1	5.4
"Douglas County, Colorado(6,10)"	8035	28.4	25.4	31.6	78	stable	-2.8	-12.9	8.4
"Preble County, Ohio(6,10)"	39135	28.4	22	36.1	14	stable	0.8	-31.9	49.4
"Dane County, Wisconsin(6,10)"	55025	28.4	26.2	30.6	140	stable	1.4	-14.9	20.9
"Tehama County, California(7,8)"	6103	28.4	23.2	34.4	22	stable	2.2	-1.5	6.1
"El Paso County, Colorado(6,10)"	8041	28.3	26.5	30.3	176	stable	-5.5	-14.7	4.6
"Barrow County, Georgia(7,8)"	13013	28.3	22.7	34.9	18	rising	4.2	0.8	7.7
"Schoharie County, New York(6,10)"	36095	28.3	21.2	37.3	11	stable	17.3	-20.4	72.9
"Carroll County, Iowa(7)"	19027	28.3	18.8	40.9	7	*	*	*	*
"Fremont County, Colorado(6,10)"	8043	28.3	22.5	35.2	18	stable	-5.7	-29.5	26.2
"Montmorency County, Michigan(6,10)"	26119	28.3	15.6	48.3	4	rising	90.8	24.1	193.4
"Burke County, North Carolina(6,10)"	37023	28.3	23.9	33.3	31	stable	9.8	-0.9	21.6
"Highlands County, Florida(6,10)"	12055	28.2	24.1	32.9	50	stable	1.2	-9.9	13.7
"Whatcom County, Washington(7,8)"	53073	28.2	25.1	31.6	64	falling	-10.4	-17.3	-2.8
"Butler County, Iowa(7)"	19023	28.2	17.6	43	5	*	*	*	*
"Early County, Georgia(7)"	13099	28.2	16.4	45.6	4	*	*	*	*
"Stutsman County, North Dakota(6,10)"	38093	28.2	19.5	39.7	7	stable	-17.2	-58.6	65.6
"Charlottesville City, Virginia(6,10)"	51540	28.2	20.9	37.2	11	stable	12.1	-14.5	46.8
"Randolph County, North Carolina(6,10)"	37151	28.2	24.6	32.1	46	stable	-3	-16.1	12.2
"Thurston County, Washington(7,8)"	53067	28.2	25.4	31.1	82	rising	3.5	2.7	4.3
"Nelson County, Virginia(6,10)"	51125	28.2	18.5	41.7	6	stable	-15.5	-52.2	49.3
"Multnomah County, Oregon(6,10)"	41051	28.1	26.5	29.9	219	stable	-0.5	-7.3	6.9
"Gwinnett County, Georgia(7,8)"	13135	28.1	26.3	30.1	201	rising	2	1.3	2.7
"Warren County, Ohio(6,10)"	39165	28.1	25.1	31.5	63	stable	-1.7	-10	7.2
"Eau Claire County, Wisconsin(6,10)"	55035	28.1	23.6	33.2	29	stable	8.5	-14.3	37.4
"Orleans County, New York(6,10)"	36073	28.1	21.5	36.1	13	stable	8.8	-21.9	51.5
"Potter County, Pennsylvania(6,10)"	42105	28.1	19.2	40.2	7	stable	9.8	-44.9	118.8
"Cheshire County, New Hampshire(6,10)"	33005	28	23.2	33.5	26	stable	12	-15.8	49.1
"Claiborne County, Tennessee(6,10)"	47025	28	20.8	36.9	11	stable	-21.1	-38.9	2
"Adams County, Nebraska(6,10)"	31001	28	20.1	37.8	9	stable	-7	-45.4	58.7
"Bryan County, Georgia(7)"	13029	28	19.6	38.6	8	*	*	*	*
"Erie County, Ohio(6,10)"	39043	28	23.3	33.4	27	stable	12.4	-14.1	47.1
"Tioga County, Pennsylvania(6,10)"	42117	28	21.6	35.7	15	stable	-9.4	-29.7	16.9
"Northampton County, Virginia(6,10)"	51131	28	17.8	42.7	5	stable	-3.1	-25.1	25.3
"Adams County, Pennsylvania(6,10)"	42001	28	23.9	32.6	36	stable	12	-14.2	46.2
"Alleghany County, North Carolina(6,10)"	37005	28	17.7	43.3	5	stable	-4	-56	109.4
"Fayette County, Iowa(7,8)"	19065	27.9	18.9	39.8	7	rising	2.5	0.1	4.9
"Delaware County, Pennsylvania(6,10)"	42045	27.9	26	29.8	180	stable	1.2	-6.3	9.4
"Cache County, Utah(7,8)"	49005	27.8	22.9	33.5	23	stable	-2.3	-6.3	1.9
"Guilford County, North Carolina(6,10)"	37081	27.8	25.8	29.9	148	stable	4	-0.4	8.6
"Keokuk County, Iowa(7)"	19107	27.8	16.4	44.8	4	*	*	*	*
"Henry County, Missouri(6,10)"	29083	27.8	19.4	38.7	8	stable	9.3	-20.6	50.4
"Silver Bow County, Montana(6,10)"	30093	27.8	20.5	36.8	11	stable	-3.8	-25.9	24.8
"Charlotte County, Florida(6,10)"	12015	27.7	24.7	31.1	95	stable	14.7	-9.9	45.9
"Chenango County, New York(6,10)"	36017	27.7	22.1	34.5	18	stable	15.1	-12.2	50.8
"Salem City, Virginia(6,10)"	51775	27.7	19.8	38	8	stable	6.8	-44.1	104.2
"Garrard County, Kentucky(7)"	21079	27.7	18.4	40.4	6	*	*	*	*
"Martin County, Florida(6,10)"	12085	27.7	24.7	31	76	stable	8.6	-5	24.1
"Humphreys County, Tennessee(6,10)"	47085	27.6	18.1	40.5	6	stable	-21.4	-39.5	2
"King County, Washington(7,8)"	53033	27.6	26.6	28.7	578	stable	-0.7	-2.5	1.1
"Bullitt County, Kentucky(7,8)"	21029	27.6	22.7	33.4	23	stable	2.5	-0.5	5.6
"O'Brien County, Iowa(7,8)"	19141	27.6	16.9	42.7	5	rising	5.4	2.7	8.2
"Uintah County, Utah(7)"	49047	27.6	19.5	37.8	8	*	*	*	*
"Ventura County, California(7,8)"	6111	27.6	26	29.2	243	stable	0.9	-0.2	2
"Monroe County, Indiana(6,10)"	18105	27.6	23.5	32.2	35	stable	-4.2	-29.7	30.5
"Rockingham County, Virginia(6,10)"	51165	27.6	23	32.9	27	stable	21	-5.1	54.4
"Anderson County, South Carolina(6,10)"	45007	27.6	24.6	30.9	64	stable	1.5	-10.2	14.8
"Marshall County, Kentucky(7,8)"	21157	27.6	20.9	36	12	falling	-15.4	-26.9	-2
"Franklin County, Missouri(6,10)"	29071	27.5	23.3	32.3	32	stable	12.5	-6	34.6
"Fremont County, Idaho(6,10)"	16043	27.5	16.3	43.5	4	stable	-10.2	-50.2	61.7
"New Castle County, Delaware(6,10)"	10003	27.5	25.6	29.4	163	stable	-2.5	-10.6	6.4
"Mills County, Iowa(7)"	19129	27.4	17.4	41.5	5	*	*	*	*
"Clear Creek County, Colorado(6,10)"	8019	27.4	15	47.4	4	stable	4	-23.2	40.9
"Greene County, Ohio(6,10)"	39057	27.4	24	31.2	50	stable	-0.3	-8.3	8.4
"St. Charles County, Missouri(6,10)"	29183	27.4	25.1	29.9	105	stable	-2	-20.7	21.2
"Sullivan County, New Hampshire(6,10)"	33019	27.4	21.7	34.4	17	stable	-1.7	-25.7	30.1
"Clermont County, Ohio(6,10)"	39025	27.4	24.3	30.8	59	stable	7.7	-1.5	17.7
"Routt County, Colorado(6,10)"	8107	27.4	18	40	7	stable	1.5	-8.6	12.8
"Pike County, Illinois(6,10)"	17149	27.4	17.7	40.6	6	stable	20.5	-17.8	76.6
"Antrim County, Michigan(6,10)"	26009	27.4	19.4	37.8	10	stable	23.4	-2.7	56.5
"Kewaunee County, Wisconsin(6,10)"	55061	27.4	18.8	38.7	7	stable	-12.5	-32.1	12.7
"Nez Perce County, Idaho(6,10)"	16069	27.3	21.2	34.9	14	stable	-10.7	-41.7	36.8
"Pike County, Alabama(6,10)"	1109	27.3	19.6	37	9	stable	-9.8	-32.7	21.1
"Lewis and Clark County, Montana(6,10)"	30049	27.3	22.2	33.2	22	stable	8.1	-4.6	22.5
"Runnels County, Texas(6,10)"	48399	27.3	15	45.6	3	*	*	*	*
"Stokes County, North Carolina(6,10)"	37169	27.3	21.3	34.4	16	stable	-8.5	-36.3	31.3
"Park County, Montana(6,10)"	30067	27.3	17.6	40.8	6	rising	25.9	7.4	47.6
"Columbia County, Oregon(6,10)"	41009	27.3	21.4	34.2	16	stable	-3.5	-19.7	15.9
"Jackson County, Kentucky(7,8)"	21109	27.2	16.8	42.1	4	stable	2	-3.2	7.4
"Greene County, Georgia(7)"	13133	27.2	17.9	40.1	7	*	*	*	*
"Clay County, Illinois(6,10)"	17025	27.2	16.5	42.3	4	stable	2	-40.4	74.9
"San Diego County, California(7,8)"	6073	27.2	26.4	28	882	stable	-0.1	-1.1	0.9
"Pike County, Georgia(7,8)"	13231	27.2	17.2	40.9	5	stable	6.2	-0.2	13.1
"Ogle County, Illinois(6,10)"	17141	27.1	21.6	33.8	17	stable	3.1	-13.4	22.6
"Logan County, Kentucky(7,8)"	21141	27.1	19.1	37.4	8	stable	3.8	-2.6	10.5
"Millard County, Utah(7)"	49027	27.1	15.7	43.6	4	*	*	*	*
"Clallam County, Washington(7,8)"	53009	27.1	22.6	32.4	31	rising	2.5	0.5	4.6
"Forsyth County, North Carolina(6,10)"	37067	27.1	24.8	29.6	105	stable	-3.3	-18.1	14.1
"St. Marys County, Maryland(6,10)"	24037	27.1	22.8	31.9	30	stable	7.4	-16.2	37.5
"Warren County, New Jersey(7,8)"	34041	27.1	23.1	31.6	35	rising	1.7	0.3	3.2
"Osceola County, Michigan(6,10)"	26133	27.1	18.8	37.9	7	stable	22.2	-23.1	94.1
"Baltimore County, Maryland(6,10)"	24005	27.1	25.6	28.6	259	rising	5.5	1.1	10.1
"Franklin County, Vermont(6,10)"	50011	27.1	21.1	34.2	15	stable	5.8	-19.8	39.6
"Knox County, Illinois(6,10)"	17095	27	21.5	33.6	18	stable	-6.6	-17.9	6.2
"Burlington County, New Jersey(7,8)"	34005	27	25.1	29.1	144	stable	1.3	-0.5	3.1
"Talbot County, Maryland(6,10)"	24041	27	20.6	34.9	15	stable	3.1	-12.3	21.1
"Dorchester County, South Carolina(6,10)"	45035	27	23.2	31.3	38	stable	3.5	-16	27.6
"Wake County, North Carolina(6,10)"	37183	27	25.4	28.7	232	rising	11	0.5	22.5
"Plymouth County, Massachusetts(6,10)"	25023	27	25.1	29	160	stable	-8.7	-24.1	9.9
"Hancock County, Maine(6,10)"	23009	27	21.6	33.4	20	stable	7.8	-11.4	31.2
"Pasco County, Florida(6,10)"	12101	26.9	25.1	28.9	174	stable	4	-7.6	17.1
"Douglas County, Oregon(6,10)"	41019	26.9	23	31.4	39	stable	-4.2	-17.7	11.6
"Northampton County, Pennsylvania(6,10)"	42095	26.9	24.5	29.5	99	stable	1.6	-6.2	10
"Putnam County, Georgia(7)"	13237	26.9	18.3	38.4	7	*	*	*	*
"La Plata County, Colorado(6,10)"	8067	26.9	21.1	33.9	16	stable	13.7	-29.7	83.9
"Anderson County, Kentucky(7,8)"	21005	26.9	18.2	38.4	6	stable	0.2	-4.7	5.4
"Santa Rosa County, Florida(6,10)"	12113	26.9	23.5	30.7	46	rising	16.8	4.9	30.1
"Utah County, Utah(7,8)"	49049	26.9	24.5	29.5	95	rising	1.8	0.9	2.6
"Benton County, Iowa(7)"	19011	26.9	18.7	37.6	7	*	*	*	*
"Franklin County, Illinois(6,10)"	17055	26.9	20.6	34.6	13	stable	11	-17.6	49.6
"Livingston County, New York(6,10)"	36051	26.9	21.6	33.1	19	stable	0.2	-7	7.9
"Jefferson County, Idaho(6,10)"	16051	26.9	18.1	38.3	6	stable	-6.8	-22	11.5
"Perquimans County, North Carolina(6,10)"	37143	26.9	17.6	40.1	6	stable	-17.5	-49.4	34.4
"Effingham County, Georgia(7,8)"	13103	26.9	20.6	34.5	13	rising	4.9	0.3	9.8
"De Witt County, Illinois(6,10)"	17039	26.9	17.3	40.1	5	stable	22.7	-37.6	141.4
"Johnston County, Oklahoma(6,10)"	40069	26.8	15.6	43.4	4	stable	7.9	-32.1	71.7
"Cherokee County, North Carolina(6,10)"	37039	26.8	19.7	36.1	11	stable	-13.9	-39.3	22.2
"Kootenai County, Idaho(6,10)"	16055	26.8	23.3	30.7	45	stable	1.7	-10.1	14.9
"Jefferson County, Illinois(6,10)"	17081	26.8	20.4	34.6	13	stable	-6.1	-24.8	17.4
"Muhlenberg County, Kentucky(7,8)"	21177	26.8	19.7	35.7	10	rising	5.4	0.3	10.9
"Orleans County, Vermont(6,10)"	50019	26.8	19.7	35.8	11	stable	19.2	-10.7	59.1
"Cerro Gordo County, Iowa(7,8)"	19033	26.8	20.8	34.1	15	rising	3.2	0.9	5.7
"Bosque County, Texas(6,10)"	48035	26.8	17.7	39	6	stable	-3.5	-38.5	51.4
"Scott County, Iowa(7,8)"	19163	26.8	23.4	30.5	48	rising	3.5	2.1	5
"Columbia County, Georgia(7,8)"	13073	26.8	22.8	31.2	34	stable	3.4	-0.4	7.2
"McIntosh County, Georgia(7)"	13191	26.7	16.8	40.9	5	*	*	*	*
"Walton County, Florida(6,10)"	12131	26.7	21.6	32.8	20	stable	-2.4	-27.9	32.2
"Woodford County, Kentucky(7,8)"	21239	26.7	18.7	37.1	8	stable	1.7	-3.4	6.9
"Stanly County, North Carolina(6,10)"	37167	26.7	21.6	32.7	20	stable	-1.1	-14.6	14.6
"Currituck County, North Carolina(6,10)"	37053	26.7	18.3	37.6	7	stable	18.1	-16.3	66.7
"Lancaster County, Virginia(6,10)"	51103	26.7	17.3	41.3	6	rising	24.8	7.3	45
"Henderson County, North Carolina(6,10)"	37089	26.6	22.9	30.8	42	stable	-4	-28.2	28.3
"Brown County, Ohio(6,10)"	39015	26.6	20.6	33.8	14	stable	4.8	-5.2	15.7
"Neshoba County, Mississippi(6,10)"	28099	26.6	18.9	36.2	8	stable	-3.2	-24.7	24.3
"Oglethorpe County, Georgia(7,8)"	13221	26.5	16.5	40.7	5	rising	9.2	2.5	16.4
"La Salle County, Illinois(6,10)"	17099	26.5	22.6	30.9	35	stable	1.4	-9.8	14.1
"Mendocino County, California(7,8)"	6045	26.5	22.2	31.5	29	stable	0.7	-1.7	3.1
"Orange County, California(7,8)"	6059	26.5	25.7	27.4	852	stable	0.3	-0.7	1.3
"Morgan County, Ohio(6,10)"	39115	26.5	17.4	39.4	6	stable	-16.4	-51.8	44.8
"Columbia County, Pennsylvania(6,10)"	42037	26.5	21.5	32.4	21	stable	2.2	-8.1	13.6
"Lake County, California(7,8)"	6033	26.5	21.7	32.1	24	rising	4.1	1	7.3
"Alachua County, Florida(6,10)"	12001	26.5	23.5	29.7	63	stable	9.8	-3.8	25.4
"Young County, Texas(6,10)"	48503	26.5	17.5	38.6	6	stable	-15.7	-35.4	10
"Dubois County, Indiana(6,10)"	18037	26.5	20.2	34.1	13	stable	3	-5.2	11.8
"Estill County, Kentucky(7,8)"	21065	26.5	17	39.8	5	stable	3	-4.1	10.6
"Genesee County, New York(6,10)"	36037	26.5	21.4	32.4	20	stable	-2.1	-23.5	25.3
"Craven County, North Carolina(6,10)"	37049	26.4	22.4	31	32	stable	1.1	-24.3	35
"Valley County, Idaho(6,10)"	16085	26.4	15.2	44	4	*	*	*	*
"Black Hawk County, Iowa(7,8)"	19013	26.4	22.6	30.7	37	rising	2.8	1.8	3.8
"Rankin County, Mississippi(6,10)"	28121	26.4	22.8	30.5	40	stable	2.9	-25.4	42
"Ashland County, Ohio(6,10)"	39005	26.4	20.7	33.1	16	stable	10.7	-38.6	99.7
"Wood County, West Virginia(6,10)"	54107	26.4	21.9	31.5	27	stable	-15.4	-34.4	9
"Allamakee County, Iowa(7)"	19005	26.4	16.8	39.8	5	*	*	*	*
"Sarpy County, Nebraska(6,10)"	31153	26.4	22.7	30.4	40	stable	7.5	-12.5	32.1
"Hernando County, Florida(6,10)"	12053	26.4	23.4	29.6	72	stable	3.3	-11.7	20.8
"Broome County, New York(6,10)"	36007	26.3	23.4	29.6	63	stable	-1.1	-11.8	10.9
"Lawrence County, Indiana(6,10)"	18093	26.3	20.5	33.4	15	stable	1.4	-40	71.3
"McClain County, Oklahoma(6,10)"	40087	26.3	19.5	34.8	10	stable	9	-19.3	47.1
"Carroll County, New Hampshire(6,10)"	33003	26.3	21.1	32.7	20	stable	-5.4	-23.7	17.2
"Ravalli County, Montana(6,10)"	30081	26.3	20.3	33.7	15	stable	10	-13.5	39.9
"Walworth County, Wisconsin(6,10)"	55127	26.3	22.2	31	30	stable	1.3	-16.6	23.1
"Medina County, Ohio(6,10)"	39103	26.3	23.1	29.8	51	stable	5.3	-9.5	22.5
"Yolo County, California(7,8)"	6113	26.3	23	29.9	48	stable	2	0	4.1
"Summit County, Colorado(6,10)"	8117	26.3	15	41.9	5	stable	18	-12	58.3
"Bremer County, Iowa(7,8)"	19017	26.3	18.3	36.7	8	rising	2.4	0.3	4.5
"Lawrence County, South Dakota(6,10)"	46081	26.3	18.2	36.8	8	stable	-0.9	-60	145.2
"Bartholomew County, Indiana(6,10)"	18005	26.3	21.6	31.7	22	stable	12	-18.1	53.2
"Morrow County, Ohio(6,10)"	39117	26.2	19.4	34.8	10	stable	2.3	-22.4	34.8
"McCracken County, Kentucky(7,8)"	21145	26.2	21.2	32.2	20	stable	-0.5	-4.8	4
"Bradford County, Pennsylvania(6,10)"	42015	26.2	21.3	32.1	21	stable	0.3	-32.3	48.5
"Dare County, North Carolina(6,10)"	37055	26.2	19.7	34.3	12	stable	5.9	-23.3	46.2
"Marion County, Oregon(6,10)"	41047	26.2	23.8	28.8	90	stable	-6.8	-18.8	6.9
"La Crosse County, Wisconsin(6,10)"	55063	26.2	22.2	30.7	33	stable	-1.1	-7.5	5.7
"Rock Island County, Illinois(6,10)"	17161	26.2	22.8	29.9	46	stable	4	-2.8	11.4
"Grundy County, Iowa(7)"	19075	26.2	16.3	40.5	5	*	*	*	*
"Linn County, Iowa(7,8)"	19113	26.2	23.2	29.4	60	stable	-7.6	-26.2	15.6
"Morris County, New Jersey(7,8)"	34027	26.2	24.3	28.1	154	stable	-0.4	-1.9	1
"McDowell County, North Carolina(6,10)"	37111	26.2	20.4	33.1	15	stable	-8.1	-46.4	57.5
"Hancock County, Illinois(6,10)"	17067	26.1	17.5	37.8	7	stable	-6.3	-25	17
"Seneca County, New York(6,10)"	36099	26.1	19.4	34.5	11	stable	5.3	-25.9	49.6
"Erie County, New York(6,10)"	36029	26.1	24.7	27.6	286	stable	2.2	-9.6	15.5
"Lawrence County, Mississippi(6,10)"	28077	26.1	15.5	41.4	4	stable	-30.5	-57.5	13.8
"Stevens County, Washington(6,10)"	53065	26.1	19.8	33.8	14	stable	-12.5	-31.6	12
"Kent County, Delaware(6,10)"	10001	26.1	22.8	29.7	48	stable	-3.7	-16.7	11.3
"Catawba County, North Carolina(6,10)"	37035	26.1	22.8	29.7	47	stable	7.8	-4.9	22.2
"Waukesha County, Wisconsin(6,10)"	55133	26.1	24	28.3	124	stable	3.3	-2.9	9.8
"Twin Falls County, Idaho(6,10)"	16083	26.1	21.3	31.6	22	stable	-8	-30.4	21.7
"St. Tammany Parish, Louisiana(7,8)"	22103	26.1	23.3	29	70	rising	3.8	1.4	6.2
"Kent County, Rhode Island(6,10)"	44003	26.1	22.9	29.6	53	stable	6	-8.5	22.8
"Yellowstone County, Montana(6,10)"	30111	26.1	22.6	29.8	45	rising	5.9	0.1	12.1
"Heard County, Georgia(7)"	13149	26.1	14.7	42.9	3	*	*	*	*
"Henry County, Iowa(7,8)"	19087	26	17.5	37.5	6	rising	3.8	1.4	6.3
"Wilkes County, North Carolina(6,10)"	37193	26	21.3	31.5	23	stable	2.4	-8.1	13.9
"Whitley County, Indiana(6,10)"	18183	26	19.2	34.5	10	stable	7.1	-7.7	24.3
"Cowlitz County, Washington(6,10)"	53015	26	22	30.6	32	stable	-3.5	-16.8	11.8
"Payne County, Oklahoma(6,10)"	40119	26	20.7	32.2	17	stable	7.5	-24.7	53.5
"Flagler County, Florida(6,10)"	12035	26	22.3	30.2	43	stable	7.4	-25.3	54.4
"Kanawha County, West Virginia(6,10)"	54039	26	23.1	29.2	62	falling	-10	-16.2	-3.4
"Jefferson County, Colorado(6,10)"	8059	26	24.1	27.9	161	stable	3.5	-4.8	12.5
"Iron County, Missouri(6,10)"	29093	26	14.8	42.7	4	*	*	*	*
"Macon County, Illinois(6,10)"	17115	26	22	30.4	34	stable	-5	-30.3	29.5
"Woodward County, Oklahoma(6,10)"	40153	25.9	17.1	37.7	6	*	*	*	*
"Rockingham County, North Carolina(6,10)"	37157	25.9	21.8	30.6	30	stable	6.2	-11.4	27.3
"Atlantic County, New Jersey(7,8)"	34001	25.9	23.4	28.6	83	stable	-1.4	-6	3.4
"Ozaukee County, Wisconsin(6,10)"	55089	25.9	21.7	30.8	28	stable	-2.7	-22.6	22.3
"Gloucester County, New Jersey(7,8)"	34015	25.9	23.4	28.6	82	stable	-0.5	-3.7	2.7
"Johnson County, Missouri(6,10)"	29101	25.9	19.7	33.3	13	stable	-8.3	-33.7	27
"Hart County, Georgia(7,8)"	13147	25.9	18.5	35.4	9	stable	4	-2.4	10.7
"Hamilton County, Tennessee(6,10)"	47065	25.9	23.6	28.3	104	stable	3.8	-8.4	17.7
"Cass County, Nebraska(6,10)"	31025	25.9	18.1	36	8	stable	11	-31.4	79.6
"Prince George County, Virginia(6,10)"	51149	25.8	18.9	34.6	10	stable	2.6	-28.1	46.4
"Butler County, Pennsylvania(6,10)"	42019	25.8	22.8	29.2	57	stable	9.6	-13.8	39.4
